Country_Year,Country,GeogLoc,IncomeLevel,Year,Domestic_Credit,Corruption_Estimate,Government_Effectiveness,High_Tech_Export_Percentage,MarketCap,Non.performing.Loans,PatentNonResidents,PatentResidents,R.D_Percentage,Trade_Percentage,GDP.per.capita,GDP.constant,Z_Score,AI.Patent.Applications,AI.Publications,AI.Investment,Total_Patents,Patents_per_GDP,AI_Investment_per_GDP,log_Patents_per_GDP,log_RD_Percentage,log_High_Tech_Export,log_GDP_per_Capita,log_Trade_Percentage,log_Credit_Private_Sector,log_AI_Investment_per_GDP,log_AI_Publications,log_Non.performing.Loans
Norway-2018,Norway,Europe_and_Central_Asia,High-Income_Economy,2018,121.0463848,2.050310373,1.845145583,21.11782004,60.79788659,0.74642785,592,1082,2.03482008,70.00319579,76373.62411,4.0569E+11,12.59829,1.1295711,789,67983394,1674,4.13E-09,0.000167575,4.13E-09,1.110152141,3.09638362,11.24340577,4.262724887,4.804401176,0.000167561,6.672032945,0.557572473
Norway-2019,Norway,Europe_and_Central_Asia,High-Income_Economy,2019,126.6584875,2.03375411,1.827731967,22.49201456,72.30674165,0.801131694,582,957,2.135999918,70.89582053,76712.28713,4.10249E+11,12.82647,0.93497527,963,274512532,1539,3.75E-09,0.000669136,3.75E-09,1.142948076,3.156660558,11.24783021,4.275218134,4.849358632,0.000668912,6.871091295,0.588415186
Peru-2018,Peru,Latin_America_and_the_caribbean,Upper-middle_income_economy,2018,43.90263237,-0.597973228,-0.323809534,4.680199921,41.95265701,3.271049635,1133,89,0.126829997,48.63147017,6593.144375,2.10305E+11,19.55056,0.094050996,146,0,1222,5.81E-09,0,5.81E-09,0.119408378,1.73698643,8.793937318,3.904625112,3.80449642,0,4.990432587,1.451859613
Peru-2019,Peru,Latin_America_and_the_caribbean,Upper-middle_income_economy,2019,44.72236855,-0.509501398,-0.125898167,4.075004388,43.33991285,3.365994459,1122,137,0.156959996,46.94350538,6626.260835,2.15018E+11,20.30264,0.092451915,193,1059894,1259,5.86E-09,4.93E-06,5.86E-09,0.145795872,1.62432739,8.798946851,3.870023346,3.822587643,4.93E-06,5.267858159,1.473845989
Peru-2020,Peru,Latin_America_and_the_caribbean,Upper-middle_income_economy,2020,55.31193938,-0.524636924,-0.294280052,4.794833903,43.24127997,4.127608566,1142,125,0.171829998,44.2459672,5831.830248,1.91509E+11,14.65761,0.3654239,268,3140936,1267,6.62E-09,1.64E-05,6.62E-09,0.158566628,1.756966814,8.671257624,3.812113543,4.03090658,1.64E-05,5.59471138,1.634639384
Peru-2021,Peru,Latin_America_and_the_caribbean,Upper-middle_income_economy,2021,47.12611067,-0.653799653,-0.295280516,4.46164505,34.47066722,3.908746967,1141,94,0.139149994,55.27425488,6547.420069,2.17085E+11,16.93897,0.03016056,337,1.00E+06,1235,5.69E-09,4.61E-06,5.69E-09,0.130282365,1.697750036,8.786979089,4.030237146,3.873824871,4.61E-06,5.823045895,1.591018709
Philippines-2018,Philippines,East_Asia_and_Pacific,lower-middle_income_economy,2018,47.56278745,-0.576294243,0.062349122,61.34599314,74.44994176,1.673636061,3771,529,0.322219998,72.1633983,3410.93648,3.73379E+11,21.54946,0.018270632,313,3237304,4300,1.15E-08,8.67E-06,1.15E-08,0.27931214,4.132699406,8.135035292,4.292695273,3.882857547,8.67E-06,5.749392986,0.983439367
Poland-2013,Poland,Europe_and_Central_Asia,High-Income_Economy,2013,51.66268971,0.645680547,0.659244895,8.745017672,39.47327465,4.793488893,174,4237,0.884829998,90.41750724,11628.22868,4.4234E+11,9.654583,0.15682475,1145,2326349,4411,9.97E-09,5.26E-06,9.97E-09,0.63383763,2.276756146,9.361276922,4.515437005,3.96390723,5.26E-06,7.044032897,1.756734682
Poland-2014,Poland,Europe_and_Central_Asia,High-Income_Economy,2014,52.62214647,0.681905627,0.768983722,10.06862779,31.1538435,4.61948182,155,3941,0.950760007,92.03401971,12093.16228,4.59682E+11,9.930735,0.20906772,1296,10301459,4096,8.91E-09,2.24E-05,8.91E-09,0.668219044,2.404114781,9.400478159,4.53296523,3.981962163,2.24E-05,7.167809184,1.726239457
Poland-2015,Poland,Europe_and_Central_Asia,High-Income_Economy,2015,53.31367114,0.694461524,0.741088748,10.77552133,28.69876013,4.165105291,139,4676,1.004230022,92.25542727,12637.52203,4.80054E+11,9.74675,0.49652025,1666,51446262,4815,1.00E-08,0.000107168,1.00E-08,0.695259958,2.466022913,9.444504733,4.535342258,3.994775966,0.000107162,7.418780883,1.641925488
Poland-2016,Poland,Europe_and_Central_Asia,High-Income_Economy,2016,54.34451971,0.759568095,0.651506066,10.7154228,29.30549897,3.931089967,135,4261,0.968209982,96.86590281,13026.1859,4.94605E+11,9.633597,0.36588624,1711,21451133,4396,8.89E-09,4.34E-05,8.89E-09,0.677124491,2.460906162,9.474793676,4.583598203,4.013577643,4.34E-05,7.445417557,1.595560052
Poland-2017,Poland,Europe_and_Central_Asia,High-Income_Economy,2017,52.27324628,0.698781192,0.55077678,10.66731873,38.11684396,3.832196728,117,3924,1.037850022,100.5658952,13695.64528,5.2009E+11,10.03586,0.26140398,1800,59694809,4041,7.77E-09,0.000114778,7.77E-09,0.711895341,2.456791662,9.524906212,4.620707802,3.975434259,0.000114771,7.496097345,1.575301173
Poland-2018,Poland,Europe_and_Central_Asia,High-Income_Economy,2018,51.89591854,0.622786522,0.546892524,10.39503339,26.98925601,3.866578279,115,4207,1.206099987,102.4424622,14551.08503,5.52574E+11,9.395756,0.49684802,1825,30214842,4322,7.82E-09,5.47E-05,7.82E-09,0.791226245,2.433177593,9.585489563,4.639015537,3.968326182,5.47E-05,7.509883061,1.582391078
Poland-2019,Poland,Europe_and_Central_Asia,High-Income_Economy,2019,50.22669235,0.611018896,0.512824833,9.852934836,25.15728273,3.811509945,112,3887,1.323349953,101.5810338,15221.30906,5.77884E+11,9.372567,0.3400837,1827,104929501,3999,6.92E-09,0.000181575,6.92E-09,0.843010089,2.384435535,9.630517332,4.63065306,3.936260731,0.000181559,7.510977752,1.571010953
Poland-2020,Poland,Europe_and_Central_Asia,High-Income_Economy,2020,49.2654605,0.618671596,0.324195117,9.86616549,29.29591828,3.71722963,88,4010,1.386080027,99.25909123,14937.59603,5.66121E+11,8.105345,0.20958316,1907,148670948,4098,7.24E-09,0.000262613,7.24E-09,0.869651863,2.385653878,9.61170348,4.607757748,3.917318171,0.000262579,7.553810852,1.551221685
Poland-2021,Poland,Europe_and_Central_Asia,High-Income_Economy,2021,45.72698738,0.546135545,0.254306376,9.445565143,28.64154765,2.850231068,111,3377,1.435850024,110.874283,16368.62397,6.05337E+11,7.048028,0.15772745,2272,1.19E+08,3488,5.76E-09,0.000196585,5.76E-09,0.890295782,2.3461775,9.703182699,4.717375768,3.844321886,0.000196565,7.728855824,1.348133164
Portugal-2014,Portugal,Europe_and_Central_Asia,High-Income_Economy,2014,129.5691813,0.909372628,0.983170331,4.88070968,25.11062998,10.88405793,18,722,1.289919972,80.22066907,18836.89675,1.95924E+11,9.327741,0.09609654,947,10301459,740,3.78E-09,5.26E-05,3.78E-09,0.82851687,1.771677448,9.843625904,4.39716976,4.871903211,5.26E-05,6.854354502,2.475197832
Portugal-2015,Portugal,Europe_and_Central_Asia,High-Income_Economy,2015,119.9445179,0.892139912,1.157934546,5.079952775,30.06311997,17.67841525,20,925,1.243299961,80.63467563,19215.7813,1.99039E+11,12.36677,0.48214772,1152,24008256,945,4.75E-09,0.000120621,4.75E-09,0.807947979,1.804996929,9.863539202,4.402254118,4.795331911,0.000120614,7.05012252,2.927368592
Portugal-2016,Portugal,Europe_and_Central_Asia,High-Income_Economy,2016,111.2263477,0.858934999,1.148328543,5.805400011,27.75264983,17.27836882,27,724,1.280750036,79.52234648,19662.82309,2.03028E+11,10.70251,0.9665219,1005,15806098,751,3.70E-09,7.79E-05,3.70E-09,0.824504352,1.917716416,9.886535835,4.388534742,4.720517794,7.78E-05,6.913737351,2.905718329
Portugal-2017,Portugal,Europe_and_Central_Asia,High-Income_Economy,2017,102.7546048,0.821428776,1.294049144,5.988125954,34.22466958,14.15995732,36,644,1.319280028,84.80779231,20364.19637,2.09757E+11,16.44999,0.5807855,1074,212248208,680,3.24E-09,0.001011875,3.24E-09,0.841256805,1.944212416,9.921582663,4.452109822,4.642028542,0.001011363,6.980075941,2.718657565
Portugal-2018,Portugal,Europe_and_Central_Asia,High-Income_Economy,2018,96.99805041,0.80631566,1.181151748,5.283532694,25.58257853,10.18764153,29,661,1.349550009,86.73569549,20997.77449,2.15937E+11,16.8905,1.0653389,1158,161865223,690,3.20E-09,0.000749593,3.20E-09,0.854223824,1.837932353,9.952219357,4.474328835,4.584947585,0.000749313,7.055312843,2.414809735
Romania-2016,Romania,Europe_and_Central_Asia,High-Income_Economy,2016,28.55862431,-0.178657219,-0.068261869,10.39245139,9.753692021,9.621565157,58,1005,0.48864001,85.89252829,9286.876782,1.82973E+11,10.84487,0.10112732,772,1129007,1063,5.81E-09,6.17E-06,5.81E-09,0.397862958,2.432950978,9.136465257,4.464672048,3.386375556,6.17E-06,6.650279049,2.362886383
Romania-2017,Romania,Europe_and_Central_Asia,High-Income_Economy,2017,26.66846046,-0.141483217,-0.084791303,9.779597385,11.24029209,6.411894092,80,1098,0.506929994,87.15606457,10106.22696,1.97968E+11,11.23704,0.25394368,734,0,1178,5.95E-09,0,5.95E-09,0.410074464,2.377655216,9.221005987,4.479108705,3.320293153,0,6.599870499,2.00308602
Romania-2018,Romania,Europe_and_Central_Asia,High-Income_Economy,2018,25.51474878,-0.226882994,-0.177138329,10.07719159,8.565286402,4.95654594,47,1100,0.497289985,86.49119902,10788.01509,2.10085E+11,11.30402,0.25512972,866,0,1147,5.46E-09,0,5.46E-09,0.403656798,2.404888183,9.286283774,4.471538206,3.277701136,0,6.765038977,1.784490773
Romania-2019,Romania,Europe_and_Central_Asia,High-Income_Economy,2019,24.55876614,-0.236893356,-0.215103924,11.07256931,10.37452427,4.085479765,58,881,0.47615999,84.36771216,11270.4758,2.18328E+11,11.0667,0.30766797,1003,5299470,939,4.30E-09,2.43E-05,4.30E-09,0.389444115,2.49093588,9.330030548,4.446967952,3.240980355,2.43E-05,6.9117473,1.626389374
Romania-2020,Romania,Europe_and_Central_Asia,High-Income_Economy,2020,25.71020669,-0.098599784,-0.286944449,11.93704249,10.12292031,3.833242142,47,817,0.465380013,77.92364346,10916.31261,2.10305E+11,10.99972,0.46409768,1077,5234893,864,4.11E-09,2.49E-05,4.11E-09,0.382114603,2.560094707,9.298105121,4.368480847,3.285045765,2.49E-05,6.982862751,1.575517493
Romania-2021,Romania,Europe_and_Central_Asia,High-Income_Economy,2021,26.34974462,-0.061378639,-0.163359016,11.48794083,11.26703999,3.351335327,45,772,0.473019987,86.61334943,11607.97712,2.21968E+11,10.34337,0.6234363,1119,4.20E+07,817,3.68E-09,0.000189216,3.68E-09,0.387314707,2.524763445,9.359533967,4.472933377,3.308707192,0.000189198,7.021083964,1.47048277
Singapore-2013,Singapore,East_Asia_and_Pacific,High-Income_Economy,2013,124.0659516,2.070466757,2.128065586,50.32718572,242.0255018,0.866941606,8579,1143,1.921040058,367.04178,53298.97286,2.8777E+11,29.91776,4.8276987,1141,27916188,9722,3.38E-08,9.70E-05,3.38E-08,1.071939737,3.938220548,10.8836911,5.908196464,4.828841211,9.70E-05,7.04053639,0.624301587
Singapore-2014,Singapore,East_Asia_and_Pacific,High-Income_Economy,2014,128.1297633,2.06742692,2.217473507,50.64032558,239.0975191,0.756532862,9009,1303,2.082279921,360.4673192,54681.93365,2.99095E+11,30.30799,6.595945,1351,107593017,10312,3.45E-08,0.000359728,3.45E-08,1.125669557,3.944302871,10.90930694,5.890171634,4.860817816,0.000359664,7.209340257,0.563341901
Singapore-2015,Singapore,East_Asia_and_Pacific,High-Income_Economy,2015,122.4213538,2.051130772,2.248699427,52.217455,207.778871,0.924062905,9345,1469,2.174449921,329.4713989,55645.60686,3.07999E+11,31.09669,5.97248,1432,389848342,10814,3.51E-08,0.001265747,3.51E-08,1.155134364,3.974386444,10.92677638,5.800520117,4.815604142,0.001264947,7.267525428,0.654439047
Singapore-2016,Singapore,East_Asia_and_Pacific,High-Income_Economy,2016,123.7123903,2.042241573,2.214624166,52.2327295,200.7270429,1.222533072,9379,1601,2.07291007,303.2225945,56899.48512,3.19052E+11,31.47979,9.143166,1550,190802187,10980,3.44E-08,0.000598029,3.44E-08,1.122625018,3.974673423,10.94905915,5.717759652,4.826010209,0.000597851,7.346655163,0.798647569
Singapore-2017,Singapore,East_Asia_and_Pacific,High-Income_Economy,2017,120.9822781,2.088784933,2.225981951,53.07204512,229.3485501,1.400200927,9321,1609,1.899049997,317.0318962,59414.65495,3.3345E+11,30.39888,19.806973,1654,301790421,10930,3.28E-08,0.000905054,3.28E-08,1.064383096,3.990317326,10.99231302,5.76215168,4.803875773,0.000904645,7.411556288,0.875552453
Singapore-2018,Singapore,East_Asia_and_Pacific,High-Income_Economy,2018,117.7775304,2.134731293,2.231765747,51.5722801,182.3482292,1.309517852,10270,1575,1.809579968,326.7233604,61216.12509,3.45178E+11,30.09148,35.673927,1959,1163271404,11845,3.43E-08,0.003370063,3.43E-08,1.033034995,3.962188987,11.02218225,5.792169839,4.777252251,0.003364397,7.580699752,0.83703878
Singapore-2019,Singapore,East_Asia_and_Pacific,High-Income_Economy,2019,119.2330927,2.120042801,2.231672287,51.81656901,185.00087,1.306422233,12409,1727,1.885059953,323.07043,61333.65632,3.49821E+11,30.40521,26.633451,2312,2231076754,14136,4.04E-08,0.006377772,4.04E-08,1.059545681,3.966824948,11.02410032,5.780960869,4.789432298,0.00635752,7.746300662,0.835697507
Slovenia-2018,Slovenia,Europe_and_Central_Asia,High-Income_Economy,2018,43.69871521,0.835979223,1.082238674,6.830539823,13.53444997,6.009217491,23,255,1.945940018,162.613494,23293.96659,48309217557,5.371148,1.9328489,244,0,278,5.75E-09,0,5.75E-09,1.080427957,2.058031451,10.05599259,5.097506902,3.799944759,0,5.501258211,1.947226067
South Africa-2014,South Africa,Sub-Saharan_Africa,Upper-middle_income_economy,2014,61.73053413,-0.125287011,0.165043816,6.660154456,244.9982867,3.244846791,6750,802,0.709869981,59.49957406,6155.005895,3.42187E+11,14.72688,0.053961843,256,0,7552,2.21E-08,0,2.21E-08,0.536417333,2.036032147,8.725183452,4.102636325,4.138848317,0,5.549076085,1.445705727
South Africa-2016,South Africa,Sub-Saharan_Africa,Upper-middle_income_economy,2016,60.99746219,0.017026288,0.101402581,6.6571232,293.9934886,2.857807897,6506,704,0.749920011,55.8612575,6095.29506,3.49014E+11,16.06648,0.052393008,314,59837372,7210,2.07E-08,0.000171447,2.07E-08,0.559570079,2.035636352,8.715436498,4.040614222,4.127093452,0.000171432,5.752572639,1.35009912
South Africa-2017,South Africa,Sub-Saharan_Africa,Upper-middle_income_economy,2017,60.08451368,-0.127773166,0.070795923,5.679824427,322.7109753,2.842000045,6816,728,0.762570024,53.53593183,6125.692051,3.53055E+11,17.25503,0.052051563,334,80698538,7544,2.14E-08,0.000228572,2.14E-08,0.566772985,1.899091704,8.72041025,3.998859784,4.112258375,0.000228546,5.814130532,1.345993076
South Africa-2018,South Africa,Sub-Saharan_Africa,Upper-middle_income_economy,2018,59.7411957,-0.136797428,0.103647441,5.273312669,213.5236896,3.728020836,6258,657,0.687730014,54.48554513,6117.270141,3.58552E+11,15.94073,0.06824425,403,73378901,6915,1.93E-08,0.000204654,1.93E-08,0.523384439,1.836304551,8.719034679,4.016122539,4.106622145,0.000204633,6.001414878,1.553506687
South Africa-2019,South Africa,Sub-Saharan_Africa,Upper-middle_income_economy,2019,60.22173761,-0.031280991,0.127971157,4.895522634,271.3228759,3.892390382,6347,567,0.614300013,53.89799641,6032.829726,3.59484E+11,15.87728,0.016781935,497,227877198,6914,1.92E-08,0.000633902,1.92E-08,0.478901434,1.774193187,8.7051372,4.005476853,4.114502316,0.000633701,6.210600077,1.587681015
South Africa-2020,South Africa,Sub-Saharan_Africa,Upper-middle_income_economy,2020,61.93342008,-0.059475705,0.046534523,5.62171976,311.1264745,5.180283295,6146,542,0.603600025,50.75965908,5569.584833,3.37307E+11,13.42673,0.09907141,702,102603894,6688,1.98E-08,0.000304185,1.98E-08,0.472251117,1.890355119,8.625255324,3.946611064,4.142077343,0.000304139,6.555356892,1.821364111
Spain-2013,Spain,Europe_and_Central_Asia,High-Income_Economy,2013,145.7423181,0.926990271,1.167685986,6.97005296,81.96826816,7.123736191,218,3026,1.27481997,61.66877264,24490.22793,1.14174E+12,17.31865,0.46947962,2779,65137772,3244,2.84E-09,5.71E-05,2.84E-09,0.821900915,2.075691138,10.10607029,4.13786328,4.98867811,5.70E-05,7.930206207,2.09479017
Spain-2014,Spain,Europe_and_Central_Asia,High-Income_Economy,2014,129.3417675,0.689240038,1.173297644,6.912153615,71.93751294,6.3826785,225,2953,1.241590023,63.39926214,24937.03661,1.1591E+12,18.74563,0.6849288,2872,85845492,3178,2.74E-09,7.41E-05,2.74E-09,0.807185446,2.06840001,10.12414949,4.165102176,4.870159981,7.41E-05,7.963112059,1.999136513
Spain-2015,Spain,Europe_and_Central_Asia,High-Income_Economy,2015,118.2007006,0.63098675,1.157250285,6.888335065,65.26407541,5.091745957,221,2799,1.221789956,63.58204122,25969.83831,1.20616E+12,20.02979,0.79256815,3257,51446262,3020,2.50E-09,4.27E-05,2.50E-09,0.798313158,2.065385094,10.16472958,4.167936373,4.780808632,4.27E-05,8.088868789,1.806934733
Spain-2016,Spain,Europe_and_Central_Asia,High-Income_Economy,2016,110.6035173,0.569826066,1.094865799,7.802481411,56.6808082,4.718132798,177,2745,1.189859986,63.18867785,26704.34358,1.24133E+12,20.35452,1.0699131,2927,169351054,2922,2.35E-09,0.000136428,2.35E-09,0.783837609,2.17503366,10.19261896,4.161826838,4.714952566,0.000136418,7.982074875,1.743642318
Spain-2017,Spain,Europe_and_Central_Asia,High-Income_Economy,2017,104.4135847,0.510279894,1.001258492,6.999490135,67.24681902,4.461202031,176,2167,1.209769964,66.16744614,27413.32876,1.27728E+12,19.42108,1.1094849,3316,172451669,2343,1.83E-09,0.000135015,1.83E-09,0.792888422,2.079377807,10.2188211,4.207188698,4.657891515,0.000135006,8.106816039,1.697668918
Spain-2018,Spain,Europe_and_Central_Asia,High-Income_Economy,2018,97.85164435,0.612778783,0.96924603,6.766935487,50.54968776,3.686424934,149,1525,1.241510034,67.0094104,27947.31777,1.30787E+12,20.27938,1.0404984,3510,159707020,1674,1.28E-09,0.000122112,1.28E-09,0.807149761,2.049875683,10.23811229,4.219646084,4.593620184,0.000122105,8.163656176,1.544670018
Spain-2019,Spain,Europe_and_Central_Asia,High-Income_Economy,2019,93.43795615,0.666394532,0.96880877,6.846400911,56.80711735,3.152827282,159,1288,1.250249982,66.36622504,28291.63068,1.33352E+12,20.44179,0.96974564,4103,341285850,1447,1.09E-09,0.000255928,1.09E-09,0.811041313,2.060054944,10.25035665,4.21014378,4.54794307,0.000255896,8.319717387,1.423789375
Spain-2020,Spain,Europe_and_Central_Asia,High-Income_Economy,2020,105.6247089,0.711801946,0.853928566,7.768421355,58.86061201,2.851226673,124,1431,1.410390019,59.44612801,25073.72098,1.18763E+12,16.41497,0.880882,4559,346549886,1555,1.31E-09,0.000291799,1.31E-09,0.879788568,2.171156785,10.12961549,4.101752522,4.669315275,0.000291756,8.425077903,1.348391714
Spain-2021,Spain,Europe_and_Central_Asia,High-Income_Economy,2021,96.21966954,0.715437472,0.907896876,9.393203822,53.08142591,2.915758761,126,1308,1.429290056,66.52458894,26721.14818,1.267E+12,16.91558,0.56561476,5050,6.78E+08,1434,1.13E-09,0.00053512,1.13E-09,0.887599057,2.341152114,10.19324802,4.212491812,4.576973052,0.000534977,8.527341522,1.365009119
Switzerland-2015,Switzerland,Europe_and_Central_Asia,High-Income_Economy,2015,166.7701133,2.094741821,1.967453361,27.05151,218.8854131,0.736258569,446,1477,3.078320026,117.1384822,83806.4476,6.94118E+11,15.62121,0.36214653,1349,926032718,1923,2.77E-09,0.001334114,2.77E-09,1.405685145,3.334042463,11.33627716,4.771857514,5.122594669,0.001333225,7.207859871,0.55173255
Ukraine-2013,Ukraine,Europe_and_Central_Asia,Upper-middle_income_economy,2013,56.47603326,-1.176667333,-0.664322078,6.146130326,11.57438717,16.35285247,2556,2856,0.73299998,94.00166945,2432.41626,1.122E+11,5.549157,0.23847328,138,0,5412,4.82E-08,0,4.82E-08,0.549853999,1.966570997,7.797051417,4.553894465,4.051368048,0,4.934473933,2.8537569
Ukraine-2014,Ukraine,Europe_and_Central_Asia,Upper-middle_income_economy,2014,59.82100136,-1.024744391,-0.398846895,6.887543429,9.172992385,23.32072094,2356,2457,0.650340021,100.6917825,2308.643555,1.00891E+11,4.335921,0.47854823,134,0,4813,4.77E-08,0,4.77E-08,0.50098134,2.065284734,7.744848486,4.621946498,4.107935146,0,4.905274778,3.191328701
Ukraine-2015,Ukraine,Europe_and_Central_Asia,Upper-middle_income_economy,2015,47.02690249,-1.039613128,-0.554407001,8.03896422,6.283125555,35.3852494,2226,2271,0.614769995,107.8066163,2094.473877,91030967789,4.351729,0.26209512,199,0,4497,4.94E-08,0,4.94E-08,0.479192529,2.20154459,7.647535001,4.689572144,3.871761322,0,5.298317367,3.594163456
Ukraine-2016,Ukraine,Europe_and_Central_Asia,Upper-middle_income_economy,2016,38.59873608,-0.867796838,-0.609457552,6.678941231,4.770230333,38.95248887,1862,2233,0.483390003,105.5212049,2156.083008,93253017277,3.860387,0.08768693,274,0,4095,4.39E-08,0,4.39E-08,0.394330011,2.038481677,7.676512129,4.668344072,3.678797201,0,5.616771098,3.68769097
Ukraine-2017,Ukraine,Europe_and_Central_Asia,Upper-middle_income_economy,2017,31.14564034,-0.832255304,-0.51402235,6.165929096,4.637324095,54.82327584,1764,2283,0.448790014,104.0349829,2217.75293,95453762636,4.761672,0.044017926,359,0,4047,4.24E-08,0,4.24E-08,0.370728735,1.969337724,7.704700574,4.654293465,3.470276838,0,5.886104031,4.022190912
Ukraine-2018,Ukraine,Europe_and_Central_Asia,Upper-middle_income_economy,2018,27.73373109,-0.921338856,-0.45963183,5.424951741,3.373369461,54.41001726,1861,2107,0.471130013,99.19981507,2308.666992,98783535746,6.016317,0.08847815,506,1079101,3968,4.02E-08,1.09E-05,4.02E-08,0.386030822,1.86018912,7.744858634,4.607166343,3.358071732,1.09E-05,6.228511004,4.014760394
United Kingdom-2013,United Kingdom,Europe_and_Central_Asia,High-Income_Economy,2013,149.5380218,1.718897581,1.512266517,23.58764249,141.7268351,3.111741739,7966,14972,1.620110035,61.99911191,43281.57642,2.77557E+12,9.626945,1.2424408,4940,218676805,22938,8.26E-09,7.88E-05,8.26E-09,0.963216315,3.202243979,10.67550544,4.14312063,5.014215689,7.88E-05,8.505323019,1.413846719
United Kingdom-2014,United Kingdom,Europe_and_Central_Asia,High-Income_Economy,2014,135.5077937,1.746339202,1.623491168,22.20447501,116.5165886,1.654393011,7844,15196,2.264499903,59.09480412,44336.53786,2.86424E+12,11.64929,1.0791492,5393,937432772,23040,8.04E-09,0.000327288,8.04E-09,1.183106582,3.144345149,10.69958695,4.095923384,4.91638171,0.000327235,8.593042504,0.976216007
United Kingdom-2021,United Kingdom,Europe_and_Central_Asia,High-Income_Economy,2021,137.8992737,1.640584111,1.239673018,23.86540572,120.8739661,0.969313242,7263,11592,2.914760113,58.58453662,45873.8696,3.07476E+12,18.10662,6.295369,14384,6.51E+09,18855,6.13E-09,0.002116266,6.13E-09,1.364754054,3.213477509,10.73367274,4.087396088,4.93374902,0.00211403,9.573941276,0.677684874
United States-2013,United States,North_America,High-Income_Economy,2013,49.08047508,1.305924892,1.516476631,20.18863537,142.380812,2.452391182,283781,287831,2.702150106,29.94130628,54844.24258,1.73341E+13,33.92561,6.966339,17466,7932850061,571612,3.30E-08,0.000457645,3.30E-08,1.308913761,3.053464971,10.91227073,3.432092064,3.913631213,0.00045754,9.768068665,1.239067087
United States-2014,United States,North_America,High-Income_Economy,2014,49.56806294,1.371378064,1.461625457,20.48439822,149.5364768,1.850711802,293706,285096,2.717859983,29.90656934,55817.56325,1.77715E+13,34.10872,8.473753,18175,13863474640,578802,3.26E-08,0.000780094,3.26E-08,1.313148229,3.067327008,10.92986177,3.430968761,3.92332021,0.00077979,9.807857322,1.047568718
United States-2015,United States,North_America,High-Income_Economy,2015,50.83801577,1.35772121,1.43219924,21.39044804,137.0183852,1.473426547,301075,288335,2.786999941,27.68821393,57040.20821,1.83E+13,34.13966,12.050539,19755,19136866265,589410,3.22E-08,0.001046015,3.22E-08,1.331574133,3.108634441,10.95152924,3.356486374,3.948123775,0.001045468,9.891212522,0.905604455
United States-2016,United States,North_America,High-Income_Economy,2016,52.01192198,1.330895662,1.440504909,22.4192942,145.4524183,1.320522176,310244,295327,2.853499889,26.45259779,57658.67088,1.86279E+13,33.66898,18.722313,21270,22260631511,605571,3.25E-08,0.001195016,3.25E-08,1.348981798,3.153560221,10.96231326,3.312460801,3.970516831,0.001194303,9.965099922,0.841792236
United States-2017,United States,North_America,High-Income_Economy,2017,52.05487234,1.340532541,1.51742816,19.26596996,163.7800102,1.126824157,313052,293904,2.904320002,27.12533822,58703.14408,1.90857E+13,33.62495,29.653408,24448,24524617188,606956,3.18E-08,0.001284974,3.18E-08,1.362083633,3.008943123,10.9802656,3.336670886,3.971326705,0.001284149,10.10434459,0.754629861
United States-2018,United States,North_America,High-Income_Economy,2018,51.78331804,1.292747378,1.536972165,18.48426993,147.3448526,0.91316153,312046,285095,3.010099888,27.44535913,60127.21028,1.96519E+13,34.68312,39.581383,30515,48413888259,597141,3.04E-08,0.002463577,3.04E-08,1.388816151,2.96960747,11.0042344,3.347985024,3.966195195,0.002460547,10.32600642,0.648757125
United States-2019,United States,North_America,High-Income_Economy,2019,52.20557112,1.180357099,1.453415036,18.68539393,158.2439919,0.85525196,336340,285113,3.170490026,26.25848062,61400.54815,2.01596E+13,35.16919,41.06989,38548,1.01E+11,621453,3.08E-08,0.00501001,3.08E-08,1.428033541,2.979876936,11.02519033,3.305364688,3.974163111,0.004997502,10.55968544,0.618020514
United States-2020,United States,North_America,High-Income_Economy,2020,53.76514534,1.037831903,1.274593234,19.49397616,194.6691831,1.065369146,327586,269586,3.4677701,23.07977787,59493.14598,1.97236E+13,30.29941,37.344284,45342,74335474005,597172,3.03E-08,0.003768863,3.03E-08,1.496889425,3.020130997,10.9936332,3.181372396,4.003053958,0.003761779,10.72201109,0.725308973
United States-2021,United States,North_America,High-Income_Economy,2021,50.21477083,1.019277573,1.297531009,19.90146141,205.0090265,0.813464699,329229,262244,3.457050085,25.21365603,62996.28938,2.09179E+13,31.06195,20.916538,49289,1.51E+11,591473,2.83E-08,0.007218714,2.83E-08,1.494487131,3.039819081,11.05084698,3.266280498,3.936027983,0.007192784,10.8054765,0.595239214
